,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
191,"Andrew Soltis, 370 games",Andrew Soltis,Soltis.pgn,Soltis,Andrew,Soltis,Andrew,Andrew Soltis ,1947-05-28,,1980-01-01, United States,,Andrew+Soltis+chess,https://en.wikipedia.org/w/index.php?search=Andrew+Soltis+chess,"['Andrew Soltis', 'Soltis', 'U.S. Chess Championship', 'James Mason (chess player)', 'Rudolf Charousek', 'American Chess Quarterly', 'S. Lipschütz', 'József Pintér', 'Milton Hanauer', 'Petar Popović (chess player)']",Andrew Soltis,https://en.wikipedia.org/wiki/Andrew_Soltis,"Andrew Eden Soltis (born May 28, 1947 in Hazleton, Pennsylvania) is an American chess Grandmaster, author and columnist.
Soltis learned how the chess pieces moved at age 10 when he came upon a how-to-play book in the public library in Astoria, Queens where he grew up. He took no further interest in the game until he was 14, when he joined an Astoria chess club, then the Marshall Chess Club and competed in his first tournament, the 1961 New York City Junior Championship.

He has written a weekly chess column for the New York Post since 1972. His monthly column ""Chess to Enjoy"" in Chess Life, the official publication of the United States Chess Federation, was begun in 1979 and is the longest running column in that magazine. He was named ""Chess Journalist of the Year"" in 1988 and 2002 by the Chess Journalists of America.
Soltis was one of the few Americans in the 20th century who earned the International Grandmaster title but was not a professional chess player. He worked as a news reporter and editor for the New York Post from 1969 until he retired in 2014. He began writing a weekly chess column for the Post in 1972 and continued it after he retired.
He is considered one of the most prolific chess writers, having authored or coauthored more than 100 books and opening monographs about chess. His books have been translated into Spanish, French, German, Italian and Polish. In 2014 his work Mikhail Botvinnik, The Life and Games of a World Chess Champion was named Book of the Year by the Chess Journalists of America and the English Chess Federation. Other honors for his books include the 1994 British Chess Federation award for Frank Marshall, United States Champion and the Cramer Award in 2006 for Soviet Chess 1917-1991 and in 2006 for Why Lasker Matters
Soltis has been inactive in tournaments since 2002. He reached his playing peak as a competitive player when he was rated the 74th best player in the world, in January 1971. He was inducted into the United States Chess Hall of Fame in September 2011. He tied for first prize in the 1977 and 1982 U.S. Open Championships.

In 1970, he played second board on the gold-medal winning US team in the 17th World Student Team Championship and tied for the best overall score, 8-1. He was also a member of the silver-medal winning U.S. teams in the 14th and the 18th World Student Team Championships.
Soltis won the annual international tournament at Reggio Emilia, Italy in 1972 and was awarded the International Master title two years later. His first-place finishes in New York international tournaments in 1977 and 1980 resulted in his being awarded the International Grandmaster title in 1980.
He won the championship of the prestigious Marshall Chess Club a record nine times, in 1967, 1969, 1970, 1971, 1974, 1977, 1979, 1986, and 1989. He also competed in four U.S. (closed) Championships, 1974, 1977, 1978 and 1983.
He is credited with the Soltis Variation of the Sicilian Defense, characterized by 12… h5, after 1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 0-0 8 Qd2 Nc6 9 Bc4 Bd7 10 0-0-0 Rc8 11 Bb3 Ne5 12 h4. Previous experience showed that Black often got mated if he allowed 13 h5. He also gave names to chess openings such as the Nimzo-Larsen Attack, the Baltic Defense and the Chameleon Sicilian. Several names for pawn structures and moves, such as the Marco Hop and the Boleslavsky Hole, were popularized by his book Pawn Structure Chess. He introduced the Russian chess term priyome to English literature in Studying Chess Made Easy.
Soltis graduated from City College of New York in 1969. He has been married to Marcy Soltis, a fellow journalist and tournament chess player, since 1981.",Andrew Soltis
192,"Boris Spassky, 2231 games",Boris Spassky,Spassky.pgn,Spassky,Boris,Spassky,Boris,Boris Spassky,1937-01-30,,1955-01-01, Russia,,Boris+Spassky+chess,https://en.wikipedia.org/w/index.php?search=Boris+Spassky+chess,"['Boris Spassky', 'Spassky', 'Fischer–Spassky (1992 match)', 'World Chess Championship 1969', 'World Chess Championship 1966', 'Pawn Sacrifice', 'Oscar Panno', 'World Chess Championship 1972', 'Klaus Darga', '19th Chess Olympiad']",Boris Spassky,https://en.wikipedia.org/wiki/Boris_Spassky,"Boris Vasilievich Spassky (Russian: Бори́с Васи́льевич Спа́сский; born January 30, 1937) is a Russian chess grandmaster. He was the tenth World Chess Champion, holding the title from 1969 to 1972. Spassky played three world championship matches: he lost to Tigran Petrosian in 1966; defeated Petrosian in 1969 to become world champion; then lost to Bobby Fischer in a famous match in 1972.
Spassky won the Soviet Chess Championship twice outright (1961, 1973), and twice lost in playoffs (1956, 1963), after tying for first place during the event proper. He was a World Chess Championship candidate on seven occasions (1956, 1965, 1968, 1974, 1977, 1980, and 1985). In addition to his candidates wins in 1965 and 1968, he reached the semi-final stage in 1974 and 1977.
Spassky emigrated to France in 1976, becoming a French citizen in 1978. He continued to compete in tournaments but was no longer a major contender for the world title. In 2012 he left France and returned to Russia. He is the oldest living former world champion.",Boris Spassky
193,"Jonathan Speelman, 2197 games",Jonathan Speelman,Speelman.pgn,Speelman,Jonathan,Speelman,Jon,Jon Speelman ,1956-10-02,,1980-01-01, England,,Jonathan+Speelman+chess,https://en.wikipedia.org/w/index.php?search=Jonathan+Speelman+chess,"['Jon Speelman', 'Phillips & Drew Kings', 'Jonathan Rowson', 'Jonathan Mestel', 'Jonathan Kinlay', 'English Defence', 'Bartłomiej Macieja', ""Owen's Defence"", 'British Rapidplay Chess Championships', 'Vadim Malakhatko']",Jon Speelman,https://en.wikipedia.org/wiki/Jon_Speelman,"Jonathan Simon Speelman (born 2 October 1956) is an English Grandmaster chess player, mathematician and chess writer.

",Jon Speelman
194,"Rudolf Spielmann, 1057 games",Rudolf Spielmann,Spielmann.pgn,Spielmann,Rudolf,Spielmann,,,,,,,,Rudolf+Spielmann+chess,https://en.wikipedia.org/w/index.php?search=Rudolf+Spielmann+chess,"['Rudolf Spielmann', 'Spielmann', 'Erich Cohn', 'Jacques Davidson', ""King's Gambit, Falkbeer Countergambit"", 'Hans Fahrni', 'Carl Schlechter Memorial Tournament', 'Queen sacrifice', 'Julius Perlis', 'Joel Fridlizius']",Rudolf Spielmann,https://en.wikipedia.org/wiki/Rudolf_Spielmann,"Rudolf Spielmann (5 May 1883 – 20 August 1942) was an Austrian-Jewish chess player of the romantic school, and chess writer.",Rudolf Spielmann
195,"Gideon Stahlberg, 964 games",Gideon Stahlberg,Stahlberg.pgn,Stahlberg,Gideon,Stahlberg,,,,,,,,Gideon+Stahlberg+chess,https://en.wikipedia.org/w/index.php?search=Gideon+Stahlberg+chess,"['Gideon Ståhlberg', 'Stahlberg (disambiguation)', 'Ståhlberg', 'Swedish Chess Championship', 'World Chess Championship 1951', 'Osmo Kaila', '1908 in Sweden', 'Nordic Chess Championship', 'Nils Bergkvist', 'Allan Nilsson']",Gideon Ståhlberg,https://en.wikipedia.org/wiki/Gideon_St%C3%A5hlberg,"Anders Gideon Tom Ståhlberg (or Stahlberg) (26 January 1908, Surte near Gothenburg – 26 May 1967, Leningrad) was a Swedish chess grandmaster.
He won the Swedish Chess Championship of 1927, became Nordic champion in 1929, and held it until 1939.
Ståhlberg came to fame when he won matches against star players Rudolf Spielmann and Aron Nimzowitsch in 1933 and 1934 respectively, and came third (after Alekhine) in Dresden 1936, and second (after Fine) in Stockholm 1937. In 1938 he drew a match against Keres.
Following the Chess Olympiad in Buenos Aires 1939, he stayed in Argentina until 1948, where he won many tournaments, some of them in competition with Miguel Najdorf: Mar del Plata 1941 (ahead of Najdorf and Eliskases), Buenos Aires 1941 (tied with Najdorf), Buenos Aires 1947 (ahead of Najdorf, Eliskases and Euwe).
His best results after returning to Europe were: the Interzonal of Saltsjöbaden 1948 (6th, becoming a Candidate), the Candidates tournament of Budapest 1950 (7th), Amsterdam 1950 (3rd), Budapest 1952 (3rd), the Interzonal of Saltsjöbaden 1952 (5th, again becoming a Candidate)
Ståhlberg umpired in the five World Championships between 1957 and 1963.
In 1967 he travelled to Leningrad to take part in an international tournament but died before playing his first game. He was buried in Gothenburg.
Ståhlberg published more than ten chess books (some of them originally in Spanish):
Schack och schackmästare, 1937 (Chess and Chess Masters, 1955)
El gambito de dama, 1942 (Queen's gambit)
Partidas clásicas de Capablanca (La perfección en ajedrez), 1943 (with Paulino Alles Monasterio) (Classic games of Capablanca, perfection in chess)
I kamp med världseliten, 1958 (In battle against the world elite)
Strövtåg i schackvärlden (Excursions in the world of chess, 1965)
Tal-Botvinnik II match, 1969
Modern spelöppningsteori i schack
Svenska schackmästare",Gideon Ståhlberg
196,"Howard Staunton, 284 games",Howard Staunton,Staunton.pgn,Staunton,Howard,Staunton,,,,,,,,Howard+Staunton+chess,https://en.wikipedia.org/w/index.php?search=Howard+Staunton+chess,"['Howard Staunton', 'Howard Staunton Memorial Tournament', 'Staunton (surname)', 'Staunton–Morphy controversy', 'Staunton chess set', 'Staunton Gambit', 'London 1851 chess tournament', 'Nathaniel Cook', 'John Cochrane (chess player)', 'Edmund Staunton']",Howard Staunton,https://en.wikipedia.org/wiki/Howard_Staunton,"Howard Staunton (1810 – 22 June 1874) was an English chess master who is generally regarded as having been the world's strongest player from 1843 to 1851, largely as a result of his 1843 victory over Saint-Amant. He promoted a chess set of clearly distinguishable pieces of standardised shape—the Staunton pattern promulgated by Nathaniel Cook—that is still the style required for competitions. He was the principal organiser of the first international chess tournament in 1851, which made England the world's leading chess centre and caused Adolf Anderssen to be recognised as the world's strongest player.
From 1840 onwards he became a leading chess commentator, and won matches against top players of the 1840s. In 1847 he entered a parallel career as a Shakespearean scholar. Ill health and his two writing careers led him to give up competitive chess after 1851. In 1858 attempts were made to organise a match between Staunton and Paul Morphy, but they failed. It is often alleged that Staunton deliberately misled Morphy while trying to avoid the match, but it is also possible Staunton overestimated his chances of getting physically fit and of making time available for a match.
Modern commentators consider Staunton's understanding of positional play to have been far ahead of his contemporaries'. Although not an all-out attacking player, he attacked when his preparations were complete. His chess articles and books were widely read and encouraged the development of chess in the United Kingdom, and his Chess-Player's Handbook (1847) was a reference for decades. The chess openings the English Opening and Staunton Gambit were named for his advocacy of them. Staunton has been a controversial figure since his own time, and his chess writings could be spiteful. On the other hand, he maintained good working relationships with several strong players and influential chess enthusiasts, and demonstrated excellent management skills.",Howard Staunton
197,"Antoaneta Stefanova, 2242 games",Antoaneta Stefanova,Stefanova.pgn,Stefanova,Antoaneta,Stefanova,Antoaneta,Antoaneta Stefanova ,1979-04-19,,2003-01-01, Bulgaria,,Antoaneta+Stefanova+chess,https://en.wikipedia.org/w/index.php?search=Antoaneta+Stefanova+chess,"['Antoaneta Stefanova', 'Stefanov', ""Women's World Chess Championship 2004"", '2014 European Individual Chess Championship', 'Dejan Bojkov', ""Women's World Chess Championship 2006"", 'Vladimir Georgiev (chess player)', ""Women's World Chess Championship 2012"", 'Xu Yuhua', 'Svetlana Matveeva']",Antoaneta Stefanova,https://en.wikipedia.org/wiki/Antoaneta_Stefanova,"Antoaneta Stefanova (Bulgarian: Антоанета Стефанова; born 19 April 1979) is a Bulgarian chess grandmaster and a former Women's World Champion.
She has represented Bulgaria in thirteen Chess Olympiads from 1992 to 2016.",Antoaneta Stefanova
198,"Leonid Stein, 699 games",Leonid Stein,Stein.pgn,Stein,Leonid,Stein,Leonid,Leonid Stein,1934-11-12,1973-07-04,1962-01-01, Soviet Union,,Leonid+Stein+chess,https://en.wikipedia.org/w/index.php?search=Leonid+Stein+chess,"['Leonid Stein', 'Leonid', 'Stein (surname)', 'Yuri Sakharov', 'USSR Chess Championship', 'World Chess Championship 1969', 'Olavo Yépez', 'The Forbidden Woman', 'Zvonko Vranesic', '1973 in chess']",Leonid Stein,https://en.wikipedia.org/wiki/Leonid_Stein,"Leonid Zakharovich Stein (Леонид Захарович Штейн; November 12, 1934 – July 4, 1973) was a Soviet chess Grandmaster from Ukraine. He won three USSR Chess Championships in the 1960s (1963, 1965, and 1966), and was among the world's top ten players during that era.",Leonid Stein
199,"William Steinitz, 590 games",William Steinitz,Steinitz.pgn,Steinitz,William,Steinitz,,,,,,,,William+Steinitz+chess,https://en.wikipedia.org/w/index.php?search=William+Steinitz+chess,"['Wilhelm Steinitz', 'Kate Steinitz', 'World Chess Championship 1894', 'World Chess Championship 1892', 'William H. K. Pollock', 'Philipp Meitner', 'World Chess Championship 1897', 'Yuval Steinitz', 'Heinz Steinitz', 'List of people on the postage stamps of Tajikistan']",Wilhelm Steinitz,https://en.wikipedia.org/wiki/Wilhelm_Steinitz,"Wilhelm (later William) Steinitz (May 17, 1836 – August 12, 1900) was an Austrian and later American chess Master player, and the first undisputed world chess champion from 1886 to 1894. He was also a highly influential writer and chess theoretician.
When discussing chess history from the 1850s onwards, commentators have debated whether Steinitz could be effectively considered the champion from an earlier time, perhaps as early as 1866. Steinitz lost his title to Emanuel Lasker in 1894, and also lost a rematch in 1896–97.
Statistical rating systems give Steinitz a rather low ranking among world champions, mainly because he took several long breaks from competitive play. However, an analysis based on one of these rating systems shows that he was one of the most dominant players in the history of the game. Steinitz was unbeaten in match play for 32 years, from 1862 to 1894.
Although Steinitz became ""world number one"" by winning in the all-out attacking style that was common in the 1860s, he unveiled in 1873 a new positional style of play, and demonstrated that it was superior to the previous style. His new style was controversial and some even branded it as ""cowardly"", but many of Steinitz's games showed that it could also set up attacks as ferocious as those of the old school.
Steinitz was also a prolific writer on chess, and defended his new ideas vigorously. The debate was so bitter and sometimes abusive that it became known as the ""Ink War"". Steinitz was the target of anti-Semitic abuse, and moved to the United States to escape this. By the early 1890s, Steinitz's approach was widely accepted, and the next generation of top players acknowledged their debt to him, most notably his successor as world champion, Emanuel Lasker.
As a result of the ""Ink War"", traditional accounts of Steinitz's character depict him as ill-tempered and aggressive; but more recent research shows that he had long and friendly relationships with some players and chess organizations. Most notably from 1888 to 1889 he co-operated with the American Chess Congress in a project to define rules governing the conduct of future world championships. Steinitz was unskilled at managing money, and lived in poverty all his life.",Wilhelm Steinitz
200,"Alexey Suetin, 1284 games",Alexey Suetin,Suetin.pgn,Suetin,Alexey,Suetin,Alexey,Alexey Suetin,1926-11-16,2001-09-10,1965-01-01, Russia,,Alexey+Suetin+chess,https://en.wikipedia.org/w/index.php?search=Alexey+Suetin+chess,"['Alexey Suetin', 'Suetin', 'Alexey Vyzmanavin', 'Rafael Vaganian', '2001 in Russia', 'Kira Zvorykina', 'List of Russian chess players', 'List of chess families', 'Vladimir Antoshin', 'Andrei Sokolov']",Alexey Suetin,https://en.wikipedia.org/wiki/Alexey_Suetin,"Alexey (Aleksei) Stepanovich Suetin (Russian: Алексе́й Степа́нович Суэ́тин; November 16, 1926 in Kirovohrad – September 10, 2001 in Moscow) was a Russian International Grandmaster of chess and author.",Alexey Suetin
201,"Mir Sultan Khan, 157 games",Mir Sultan Khan,SultanKhan.pgn,SultanKhan,Mir,Sultan Khan,,,,,,,,Mir+Sultan+Khan+chess,https://en.wikipedia.org/w/index.php?search=Mir+Sultan+Khan+chess,"['Mir Sultan Khan', 'Sultan Khan', 'Mir Lawang Khan', 'Gul Khan Nasir', 'Shah Khail Garhi', 'Mir of Hunza', 'Sultan', 'Mir Yousuf Ali Khan, Salar Jung III', 'Po-i-Kalyan', 'Sultan Muzaffar Khan']",Mir Sultan Khan,https://en.wikipedia.org/wiki/Mir_Sultan_Khan,"Malik Mir Sultan Khan (1905 – 25 April 1966) was the strongest chess master of his time from Asia. A servant from British India, he travelled with Colonel Nawab Sir Umar Hayat Khan (""Sir Umar""), his master, to Britain, where he took the chess world by storm. In an international chess career of less than five years (1929–33), he won the British Championship three times in four tries (1929, 1932, 1933), and had tournament and match results that placed him among the top ten players in the world. Sir Umar then brought him back to his homeland, where he gave up chess and returned to his humble life. David Hooper and Kenneth Whyld have called him ""perhaps the greatest natural player of modern times"". Although he was one of the world's top players in the early 1930s, FIDE, the World Chess Federation, never awarded him any title (Grandmaster or International Master).",Mir Sultan Khan
202,"Emil Sutovsky, 1232 games",Emil Sutovsky,Sutovsky.pgn,Sutovsky,Emil,Sutovsky,Emil,Emil Sutovsky ,1977-09-19,,1996-01-01, Israel,,Emil+Sutovsky+chess,https://en.wikipedia.org/w/index.php?search=Emil+Sutovsky+chess,"['Emil Sutovsky', 'Robert Kempiński', 'Alon Greenfeld', 'Michael Roiz', 'Rustem Dautov', 'Artyom Timofeev (chess player)', 'Kiril Georgiev', 'Zhou Jianchao', 'List of Israeli chess players', 'Igor-Alexandre Nataf']",Emil Sutovsky,https://en.wikipedia.org/wiki/Emil_Sutovsky,Emil Sutovsky (born 19 September 1977) is an Israeli chess grandmaster and the president of the Association of Chess Professionals since 2012.,Emil Sutovsky
203,"Peter Svidler, 2915 games",Peter Svidler,Svidler.pgn,Svidler,Peter,Svidler,Peter,Peter Svidler ,1976-06-17,,1994-01-01, Russia,,Peter+Svidler+chess,https://en.wikipedia.org/w/index.php?search=Peter+Svidler+chess,"['Peter Svidler', 'Andrey Lukin', 'Biel Chess Festival', '2015 in chess', 'Chess24.com', 'Chess World Cup 2015', '4NCL', 'Chess World Cup 2007', 'Vladimir Burmakin', 'Chess World Cup']",Peter Svidler,https://en.wikipedia.org/wiki/Peter_Svidler,"Pyotr Veniaminovich Svidler (Russian: Пётр Вениами́нович Сви́длер; born 17 June 1976, in Leningrad) is a Russian chess Grandmaster.
Svidler has competed in three World Championship tournaments—in the period with split title the FIDE World Chess Championship 2002 and 2005, and after reunification the World Chess Championship 2007. He also played in three Candidates Tournaments, in 2013, 2014 and 2016. Svidler assisted Vladimir Kramnik at the Classical World Championship matches in 2000 and 2004.
Seven-time Russian Champion (1994, 1995, 1997, 2003, 2008, 2011, 2013), he has represented Russia at the Chess Olympiad ten times (1994-2010, 2014) winning five team gold medals, two team silvers and an individual bronze. Svidler won the Chess World Cup 2011, was runner-up in the World Blitz Championship in 2006 and won at Fontys Tilburg, Biel and Gibraltar. Svidler also tied for first at Dortmund, Aeroflot Open and Karpov Poikovsky.
Svidler is a regular contributor to the website Chess24.com.",Peter Svidler
204,"Laszlo Szabo, 1777 games",Laszlo Szabo,Szabo.pgn,Szabo,Laszlo,Szabo,László,László Szabó,1917-03-19,1998-08-08,1950-01-01, Hungary,,Laszlo+Szabo+chess,https://en.wikipedia.org/w/index.php?search=Laszlo+Szabo+chess,"['László Szabó', 'László Szabó (motorcyclist)', 'László Szabó (canoeist)', 'László Szabó (actor)', 'László Szabó (chess player)', 'László Szabó (footballer, born 1989)', 'László Szabó (fencer)', 'László Szabó (handballer born 1946)', 'László Rác Szabó', 'László Szabó (wrestler)']",László Szabó,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Szab%C3%B3_(chess_player),"László Szabó ([ˈsɒboː ˈlaːsloː] March 19, 1917 – August 8, 1998) was a Hungarian grandmaster of chess.
Born in Budapest, Szabó burst onto the international chess scene in 1935, at the age of 18, winning the first of Hungarian Championships, an international tournament in Tatatóváros, and was selected to represent his country at the 1935 Warsaw Olympiad. Onlookers at the Olympiad marvelled at the youngster's flair for attacking chess, a style that ran contrary to the dour, positional approach adopted by his countrymen. It is thought that the young Szabó studied under Géza Maróczy, then a patriarchal figure in Hungarian chess who had previously trained future world champions, Max Euwe and Vera Menchik.
Prior to World War II, there were other successes, including outright victory at Hastings 1938/39 (a tournament he was to hold a long association with). He began a career as a banker, dealing in Foreign Exchange.
At the outbreak of war, Szabó was attached to a Forced Labour Unit, and was later captured by Russian troops who held him as a Prisoner of War. After the war, he returned to chess and played many major international events. He finished fifth at Groningen 1946, an extremely strong tournament which included Botvinnik, Euwe, Smyslov, Najdorf, Boleslavsky and Kotov. At the Saltsjöbaden Interzonal of 1948, he finished second to Bronstein and took outright first place at Hastings 1947/48, Budapest 1948 and Hastings 1949/50. A share of fifth place at both the Saltsjöbaden 1952 Interzonal and the Gothenburg Interzonal of 1955, meant that each of his Interzonal finishes had been strong enough to merit him a place in the corresponding Candidates Tournament. It was at his third and final Candidates, held in Amsterdam in 1956, that Szabó made his most promising bid for a World Championship title challenge. He tied for third place with Bronstein, Geller, Petrosian and Spassky, behind Smyslov and Keres.
Into the 1960s and 1970s, he continued to excel in international competition; first at Zagreb 1964, first at Budapest 1965 (with Polugaevsky and Taimanov), first at Sarajevo 1972, first at Hilversum 1973 (with Geller) and tied for first at Hastings 1973/74 (with Gennady Kuzmin, Timman and Tal).
In total, he represented Hungary at 11 Olympiads, playing first board on five occasions and delivering many medal-winning performances. In 1937, he took the team silver and individual silver medals, in 1952 an individual bronze, in 1956 a team bronze and in 1966, team bronze and individual silver.
Szabó was the best player in Hungary for nearly 20 years (eventually being succeeded by Lajos Portisch around 1963/64) and at the peak of his powers, one of the top 12 players in the world.
His family donated Szabó's entire chess library and his papers to the Cleveland Public Library John G. White Chess and Checkers Collection. The John G. White Collection of Chess and Checkers is the largest chess library in the world (32,568 volumes of books and serials, including 6,359 volumes of bound periodicals.)",László Szabó (chess player)
205,"Mark Taimanov, 2117 games",Mark Taimanov,Taimanov.pgn,Taimanov,Mark,Taimanov,Mark,Mark Taimanov,1926-02-07,2016-11-28,1952-01-01, Russia,,Mark+Taimanov+chess,https://en.wikipedia.org/w/index.php?search=Mark+Taimanov+chess,"['Mark Taimanov', 'Taimanov', 'Taimanov Variation', 'List of Honoured Masters of Sport of the USSR in chess', 'Vladimir Savon', 'Ed Edmondson (chess official)', 'Alfred Tarnowski', '1926 in the Soviet Union', 'USSR Chess Championship', 'Mihhail Rõtšagov']",Mark Taimanov,https://en.wikipedia.org/wiki/Mark_Taimanov,"Mark Evgenievich Taimanov (Russian: Марк Евгеньевич Тайманов; 7 February 1926 – 28 November 2016) was one of the leading Soviet and Russian chess players, among the world's top 20 players from 1946 to 1971. Taimanov was also a prolific chess author. Taimanov became a Grandmaster in 1952, and in 1956 won the USSR Chess Championship. He was a World Championship Candidate twice, in 1953 and 1971. In 1971, however, Taimanov lost his Candidates match by 6–0 to Bobby Fischer. Taimanov excelled in team play representing the USSR. Several chess variations are named after him. Taimanov was also a world-class concert pianist.",Mark Taimanov
206,"Mikhail Tal, 2431 games",Mikhail Tal,Tal.pgn,Tal,Mikhail,Tal,Mikhail,Mikhail Tal,1936-11-09,1992-06-28,1957-01-01, Latvia,,Mikhail+Tal+chess,https://en.wikipedia.org/w/index.php?search=Mikhail+Tal+chess,"['Mikhail Tal', 'Tal Memorial', 'World Chess Championship 1960', 'World Chess Championship 1961', 'Tal (name)', 'Mikhail Botvinnik', 'World Blitz Chess Championship', 'Dragoljub Janošević', 'Kārlis Klāsups', 'USSR Chess Championship']",Mikhail Tal,https://en.wikipedia.org/wiki/Mikhail_Tal,"Mikhail Tal (Latvian: Mihails Tāls; Russian: Михаил Нехемьевич Таль, Mikhail Nekhem'evich Tal, pronounced [mʲɪxɐˈil nʲɪˈxʲemʲɪvʲɪtɕ ˈtal]; sometimes transliterated Mihails Tals or Mihail Tal; 9 November 1936 – 28 June 1992) was a Soviet Latvian chess Grandmaster and the eighth World Chess Champion (from 1960 to 1961).
Widely regarded as a creative genius and the best attacking player of all time, Tal played in a daring, combinatorial style. His play was known above all for improvisation and unpredictability. Every game, he once said, was as inimitable and invaluable as a poem. He was often called ""Misha"", a diminutive for Mikhail, and ""The magician from Riga"". Both The Mammoth Book of the World's Greatest Chess Games and Modern Chess Brilliancies include more games by Tal than any other player. In addition, Tal was a highly regarded chess writer. He also holds the records for both the first and second longest unbeaten streaks in competitive chess history.
The Mikhail Tal Memorial has been held in Moscow annually since 2006 to honour Tal's memory.",Mikhail Tal
207,"Siegbert Tarrasch, 704 games",Siegbert Tarrasch,Tarrasch.pgn,Tarrasch,Siegbert,Tarrasch,,,,,,,,Siegbert+Tarrasch+chess,https://en.wikipedia.org/w/index.php?search=Siegbert+Tarrasch+chess,"['Siegbert Tarrasch', 'Tarrasch Defense', 'Tarrasch', 'Siegbert', 'Ruy Lopez, Tarrasch Trap', 'World Chess Championship 1908', 'Nuremberg 1896 chess tournament', 'Berthold Lasker', 'Moritz Porges', 'Ostend 1907 chess tournament']",Siegbert Tarrasch,https://en.wikipedia.org/wiki/Siegbert_Tarrasch,"Siegbert Tarrasch [ziːɡbɐt taraʃ] (5 March 1862 – 17 February 1934) was one of the strongest chess players and most influential chess teachers of the late 19th and early 20th century.
Tarrasch was born in Breslau (Wrocław), Prussian Silesia, to his father Xander Tarrasch. Having finished school in 1880, he left Breslau to study medicine in Halle. With his family, he settled in Nuremberg, Bavaria, and later in Munich, setting up a successful medical practice. He had five children. Tarrasch was Jewish, converted to Christianity in 1909, and a patriotic German who lost a son in World War I, yet he faced antisemitism in the early stages of Nazism.",Siegbert Tarrasch
208,"Savielly Tartakower, 1290 games",Savielly Tartakower,Tartakower.pgn,Tartakower,Savielly,Tartakower,Savielly,Savielly Tartakower,1887-02-21,1956-02-05,1950-01-01, France,,Savielly+Tartakower+chess,https://en.wikipedia.org/w/index.php?search=Savielly+Tartakower+chess,"['Savielly Tartakower', 'Tartakover', 'Carl Schlechter Memorial Tournament', 'Amar Opening', 'Julius du Mont', 'Josef Cukierman', 'Harold Saunders (chess player)', 'Karol Piltz', 'Vladimir Vuković', 'Friedrich Köhnlein']",Savielly Tartakower,https://en.wikipedia.org/wiki/Savielly_Tartakower,"Ksawery Tartakower (also known as Saviely or Savielly Tartakower in English, less often Xavier Tartacover or Xavier Tartakover; 1887–1956) was a leading Polish and French chess grandmaster. He was also a leading chess journalist and author of the 1920s and 1930s whose books remain popular even today. Tartakower is remembered for his sharp wit and aphorisms.",Savielly Tartakower
